Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
269,SS,1052703,ANDEN CR 65 E CL 32 D -59,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,12,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 269",5200464
270,SS,1074641,RURAL_116005355205000101 RURAL_116005355205000101,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 270",5200231
270,SS,1074641,RURAL_116005355205000101 RURAL_116005355205000101,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 270",5200232
270,SS,1074641,RURAL_116005355205000101 RURAL_116005355205000101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,4,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 270",5000263
271,SS,1097805,SENDERO PEATONAL CR 91 CL 35 C-08,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 271",5200231
271,SS,1097805,SENDERO PEATONAL CR 91 CL 35 C-08,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 271",5000263
272,SS,1106390,Sendero peatonal-Parque lineal-El Tesoro CR 15 CL7A-49,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,9,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 272",5000263
272,SS,1106390,Sendero peatonal-Parque lineal-El Tesoro CR 15 CL7A-49,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 272",5200238
272,SS,1106390,Sendero peatonal-Parque lineal-El Tesoro CR 15 CL7A-49,5200239,UCAP BRAZO DOBLE CARABOBO,,2,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 272",5200239
272,SS,1106390,Sendero peatonal-Parque lineal-El Tesoro CR 15 CL7A-49,,RET LUM 30W SCHEREDER,,11,RET LUM 30W SCHEREDER,"Tabla 1 al 331_2026.pdf, pagina 272",SIN CODIGO|RET LUM 30W SCHEREDER
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 273",5200231
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 273",5000263
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 273",5200308
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,11,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 273",5200464
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 273",5200217
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 273",5200201
273,SS,1179901,SMAP-0213-25 CR 90 A # 48 D – 28 (Parque),5200233,"UCAP BRAZO 1"" - 1.5M - 52°/20°",,1,BRAZO 1 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 273",5200233
274,SS,1217385,Vía Cr 43 B Cl 108 A - 64,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 274",5200232
274,SS,1217385,Vía Cr 43 B Cl 108 A - 64,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 274",5000263
275,SS,1218480,Sendero Cr 22 B Cl 90 A - 55 Int 118,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 275",5200231
275,SS,1218480,Sendero Cr 22 B Cl 90 A - 55 Int 118,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 275",5000263
276,SS,1219248,Sendero Santa Elena Vereda El Placer,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",6,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 276",5200232
276,SS,1219248,Sendero Santa Elena Vereda El Placer,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,6,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 276",5000263
276,SS,1219248,Sendero Santa Elena Vereda El Placer,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",118,,TRIPLEX AL 2X4+1X4 XLP AEREO,"Tabla 1 al 331_2026.pdf, pagina 276",5200407
276,SS,1219248,Sendero Santa Elena Vereda El Placer,5200419,UCAP POSTE PRFV 8M (ENTERRAR),5,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 276",5200419
277,SS,1219453,Gimnasio Cr 45 A Cl 88,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 277",5200232
277,SS,1219453,Gimnasio Cr 45 A Cl 88,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 277",5000263
277,SS,1219453,Gimnasio Cr 45 A Cl 88,5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 277",5200419
277,SS,1219453,Gimnasio Cr 45 A Cl 88,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,35,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 277",5200464
278,SS,1220964,Puente Peatonal Cl 105 A Cr 63,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,6,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 278",5000263
278,SS,1220964,Puente Peatonal Cl 105 A Cr 63,5200217,UCAP LUMINARIA 70W,,6,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 278",5200217
278,SS,1220964,Puente Peatonal Cl 105 A Cr 63,5200201,UCAP BOMBILLO 70W,,6,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 278",5200201
279,SS,1221326,SMAP-0318-25 Cr 48 A Este Cl 7 - 111,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 279",5200232
279,SS,1221326,SMAP-0318-25 Cr 48 A Este Cl 7 - 111,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 279",5000263
279,SS,1221326,SMAP-0318-25 Cr 48 A Este Cl 7 - 111,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 279",5200217
279,SS,1221326,SMAP-0318-25 Cr 48 A Este Cl 7 - 111,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 279",5200201
280,SS,1222147,Sendero Cr 39 A Cl 63 A - 38,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 280",5200231
280,SS,1222147,Sendero Cr 39 A Cl 63 A - 38,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 280",5000263
281,SS,1222278,Sendero Cl 56 A Cr 3 - 39,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 281",5200231
281,SS,1222278,Sendero Cl 56 A Cr 3 - 39,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 281",5000263
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 282",5200231
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 282",5200235
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 282",5000263
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 282",5000265
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200301,UCAP POSTE CONCRETO REDONDO 9M.,1,,POSTE CONCRETO REDONDO 9M,"Tabla 1 al 331_2026.pdf, pagina 282",5200301
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",27,,TRIPLEX AL 2X4+1X4 XLP AEREO,"Tabla 1 al 331_2026.pdf, pagina 282",5200407
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 282",5200419
282,SS,1066808,SENDERO PEATONAL - VIA CR 63 A POR CL 45 A,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,22,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 282",5200464
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",22,8,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 283",5200232
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,22,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 283",5000263
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",209,,TRIPLEX AL 2X4+1X4 XLP AEREO,"Tabla 1 al 331_2026.pdf, pagina 283",5200407
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5200419,UCAP POSTE PRFV 8M (ENTERRAR),7,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 283",5200419
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5200217,UCAP LUMINARIA 70W,,8,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 283",5200217
283,SS,1239010,CR 150 D CL 98 AB -101 San Cristobal,5200201,UCAP BOMBILLO 70W,,8,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 283",5200201
284,SS,1269462,Cancha Cl 83 B Cr 25 C - 6,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 284",5200419
284,SS,1269462,Cancha Cl 83 B Cr 25 C - 6,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,55,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 284",5200464
284,SS,1269462,Cancha Cl 83 B Cr 25 C - 6,5200403,"PROYEC LED 168W TIPO V MEDIA (MEDIUM ""M"") 5000K",1,,PROYEC LED 168W TIPO V MEDIA MEDIUM M 5000K,"Tabla 1 al 331_2026.pdf, pagina 284",5200403
284,SS,1269462,Cancha Cl 83 B Cr 25 C - 6,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,32,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 284",5200410
285,SS,1291405,Sendero peatonal CL 65 A x CR 97,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 285",5200231
285,SS,1291405,Sendero peatonal CL 65 A x CR 97,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 285",5000263
285,SS,1291405,Sendero peatonal CL 65 A x CR 97,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 285",5200419
285,SS,1291405,Sendero peatonal CL 65 A x CR 97,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 285",5200464
286,SS,1296170,Sendero Peatonal Cr 30 B Cl 79 AA - 30 Int 201,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 286",5200231
286,SS,1296170,Sendero Peatonal Cr 30 B Cl 79 AA - 30 Int 201,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 286",5000263
286,SS,1296170,Sendero Peatonal Cr 30 B Cl 79 AA - 30 Int 201,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,10,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 286",5200464
287,SS,1298508,Sendero Cr 77 B Cl 48 B - 217,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 287",5200231
287,SS,1298508,Sendero Cr 77 B Cl 48 B - 217,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 287",5000263
288,SS,1298846,EL SALVADOR CR 33 CL 38-66 INTERIOR 101,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 288",5200231
288,SS,1298846,EL SALVADOR CR 33 CL 38-66 INTERIOR 101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 288",5000263
289,SS,1299583,Sendero peatonal CL 55HA # 7-60,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 289",5200231
289,SS,1299583,Sendero peatonal CL 55HA # 7-60,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 289",5200232
289,SS,1299583,Sendero peatonal CL 55HA # 7-60,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 289",5000263
289,SS,1299583,Sendero peatonal CL 55HA # 7-60,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,27,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 289",5200464
289,SS,1299583,Sendero peatonal CL 55HA # 7-60,5200270,LUM LED (KORELED) 44W,,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 289",5200270
290,SS,1307059,VILLATINA CR 17 # 53-23,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 290",5200231
290,SS,1307059,VILLATINA CR 17 # 53-23,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 290",5000263
291,SS,1308225,BOSTON CR 37 CL 54-30,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 291",5200231
291,SS,1308225,BOSTON CR 37 CL 54-30,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 291",5200232
291,SS,1308225,BOSTON CR 37 CL 54-30,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 291",5000263
292,SS,1308569,Sendero Peatonal CL 18 D CR 89 -11 (INTER 1040),5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 292",5200232
292,SS,1308569,Sendero Peatonal CL 18 D CR 89 -11 (INTER 1040),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 292",5000263
292,SS,1308569,Sendero Peatonal CL 18 D CR 89 -11 (INTER 1040),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,10,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 292",5200464
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 293",5200235
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200241,UCAP BRAZO CURVO 3000M,1,,BRAZO CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 293",5200241
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 293",5000265
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 293",5200419
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,17,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tabla 1 al 331_2026.pdf, pagina 293",5200422
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,29,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 293",5200464
293,SS,1309950,Ingreso I.E la independencia CL 39C CR 109-24,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,1,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 293",5200502
294,SS,1310300,POBLADO CL 15D SUR # 32B-22,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",3,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 294",5200232
294,SS,1310300,POBLADO CL 15D SUR # 32B-22,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 294",5000263
295,SS,1306920,Sendero Peatonal CL 64 BB CR 105 A -151 INTERIOR 1,5020117,UCAP POSTE PRFV 9M (ENTERRAR),2,,POSTE PRFV 9M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 295",5020117
295,SS,1306920,Sendero Peatonal CL 64 BB CR 105 A -151 INTERIOR 1,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 295",5200231
295,SS,1306920,Sendero Peatonal CL 64 BB CR 105 A -151 INTERIOR 1,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 295",5000263
295,SS,1306920,Sendero Peatonal CL 64 BB CR 105 A -151 INTERIOR 1,5200407,"UCAP TRIPLEX AL 2X4+1X4 XLP,AEREO",24,,TRIPLEX AL 2X4+1X4 XLP AEREO,"Tabla 1 al 331_2026.pdf, pagina 295",5200407
296,SS,1310260,Sendero Cr 70 Cl 48 - 423,5200270,LUM LED (KORELED) 44W,1,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 296",5200270
296,SS,1310260,Sendero Cr 70 Cl 48 - 423,5200238,BRAZO CARABOBO SENCILLO,1,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 296",5200238
296,SS,1310260,Sendero Cr 70 Cl 48 - 423,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 296",5200217
296,SS,1310260,Sendero Cr 70 Cl 48 - 423,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 296",5200201
296,SS,1310260,Sendero Cr 70 Cl 48 - 423,5200239,UCAP BRAZO DOBLE CARABOBO,,1,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 296",5200239
297,SS,1310331,Vía M4 Cl 49 Cr 36 - 120,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 297",5200235
297,SS,1310331,Vía M4 Cl 49 Cr 36 - 120,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 297",5000265
297,SS,1310331,Vía M4 Cl 49 Cr 36 - 120,5200219,UCAP LUMINARIA 250W,,1,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 297",5200219
297,SS,1310331,Vía M4 Cl 49 Cr 36 - 120,5200203,UCAP BOMBILLO 250W,,1,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 297",5200203
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 298",5200235
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5000265,LUM LED 130W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 130W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 298",5000265
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,10,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 298",5200464
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5200219,UCAP LUMINARIA 250W,,1,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 298",5200219
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5200203,UCAP BOMBILLO 250W,,1,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 298",5200203
298,SS,1310341,PERPETUO SOCORRO CL 34 CR 43A,5200236,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/20°",,1,BRAZO 1 1/2 - 1.5M - 52°/20°,"Tabla 1 al 331_2026.pdf, pagina 298",5200236
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 299",5200231
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5200241,UCAP BRAZO CURVO 3000M,4,,BRAZO CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 299",5200241
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,3,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 299",5000263
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5200293,LUM LED (OMEGA II) 64.5W,4,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 299",5200293
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,4,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 299",5200232
299,SS,1311431,SMAP-CIV-028-26 CR 82 CL 20 A -04,5200270,LUM LED (KORELED) 44W,,4,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 299",5200270
300,SS,1311437,SMAP-CIV-040-26 CR 30 CL 5 F -185,5200207,UCAP LUMINARIA LED 110W HORIZONTAL,3,,LUMINARIA LED 110W HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 300",5200207
300,SS,1311437,SMAP-CIV-040-26 CR 30 CL 5 F -185,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",3,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 300",5200235
